Selected Gene,Overlapping Gene,Overlapping Strand,Overlapping Gene name,Overlapping Gene start (bp),Overlapping Gene end (bp),Selected Strand,Selected Gene name,Selected Gene start (bp),Selected Gene end (bp),overlap type
ENSG00000214558,ENSG00000188107,-1,EYS,63719980,65707226,1,ZC3H11C,65301476,65306574,5.0
ENSG00000178033,ENSG00000173626,-1,TRAPPC3L,116494989,116545684,1,CALHM5,116511639,116524788,5.0
ENSG00000204351,ENSG00000204356,-1,NELFE,31952087,31958971,1,SKIC2,31959116,31969818,2.0
ENSG00000013392,ENSG00000013375,-1,PGM3,83164873,83193265,1,RWDD2A,83193357,83198935,2.0
ENSG00000204344,ENSG00000204348,-1,DXO,31969815,31972138,1,STK19,31971091,31982821,5.0
ENSG00000168394,ENSG00000240065,1,PSMB9,32854192,32859851,-1,TAP1,32845209,32853816,5.0
ENSG00000185250,ENSG00000135587,1,SMPD2,109440724,109443919,-1,PPIL6,109390215,109441171,2.0
ENSG00000135587,ENSG00000185250,-1,PPIL6,109390215,109440628,1,SMPD2,109440724,109443919,2.0
ENSG00000013375,ENSG00000013392,1,RWDD2A,83193357,83198935,-1,PGM3,83147324,83193936,2.0
ENSG00000243649,ENSG00000166278,1,C2,31927717,31945672,1,CFB,31945650,31952086,1.0
ENSG00000112473,ENSG00000204231,-1,RXRB,33193588,33200665,1,SLC39A7,33200305,33204439,2.0
ENSG00000231925,ENSG00000236104,-1,ZBTB22,33314418,33317744,-1,TAPBP,33299694,33314284,1.0
ENSG00000185127,ENSG00000184465,-1,WDR27,169457212,169702029,1,C6orf120,169702126,169706360,2.0
ENSG00000228727,ENSG00000204410,1,MSH5,31740005,31762676,1,SAPCD1,31762656,31764850,1.0
ENSG00000240053,ENSG00000204435,1,CSNK2B,31666080,31670067,1,LY6G5B,31669976,31673776,1.0
ENSG00000277075,ENSG00000273802,-1,H2BC8,26216200,26216688,1,H2AC8,26216921,26217437,2.0
ENSG00000177688,ENSG00000055208,1,TAB2,149317712,149411607,1,SUMO4,149400262,149401278,6.0
ENSG00000244476,ENSG00000224531,1,SMIM13,11093834,11138733,-1,ERVFRD-1,11102489,11111725,5.0
ENSG00000164508,ENSG00000146047,1,H2BC1,25726777,25727345,-1,H2AC1,25723397,25726562,2.0
ENSG00000146047,ENSG00000164508,-1,H2AC1,25726063,25726562,1,H2BC1,25726777,25727345,2.0
ENSG00000204209,ENSG00000286920,-1,SMIM40,33323628,33329279,-1,DAXX,33318558,33323016,1.0
ENSG00000151914,ENSG00000151917,1,BEND6,56955107,57027346,-1,DST,56457987,56954830,2.0
ENSG00000137310,ENSG00000204536,-1,CCHCR1,31142439,31157802,1,TCF19,31158331,31167159,2.0
ENSG00000180596,ENSG00000180573,1,H2AC6,26124172,26124690,-1,H2BC4,26086317,26123926,2.0
ENSG00000197903,ENSG00000274997,1,H2AC12,27147106,27147562,-1,H2BC12,27146361,27146855,2.0
ENSG00000185345,ENSG00000112530,1,PACRG,162727974,163315500,-1,PRKN,161347417,162727775,2.0
ENSG00000112530,ENSG00000185345,-1,PRKN,161347417,162727766,1,PACRG,162727132,163315500,2.0
ENSG00000196284,ENSG00000124813,1,RUNX2,45328330,45551082,-1,SUPT3H,44809317,45377953,5.0
ENSG00000157593,ENSG00000146232,-1,NFKBIE,44258166,44265551,-1,SLC35B2,44254096,44257890,1.0
ENSG00000080546,ENSG00000183137,1,CEP57L1,109095507,109174418,-1,SESN1,108984309,109094846,2.0
ENSG00000183137,ENSG00000080546,-1,SESN1,108984309,109094846,1,CEP57L1,109095110,109174418,2.0
ENSG00000235272,ENSG00000071242,-1,RPS6KA2,166409364,166627251,-1,RAMACL,166583009,166586678,6.0
ENSG00000174227,ENSG00000182903,-1,ZNF721,439988,499156,1,PIGG,499210,540200,2.0
ENSG00000155275,ENSG00000087008,-1,ACOX3,8366282,8440723,1,TRMT44,8436140,8493531,5.0
ENSG00000164038,ENSG00000164039,-1,BDH2,103077592,103099834,-1,SLC9B2,103019868,103085829,6.0
ENSG00000174796,ENSG00000163743,-1,RCHY1,75479033,75514403,1,THAP6,75513946,75550473,2.0
ENSG00000145348,ENSG00000164022,1,AIMP1,106316550,106349456,-1,TBCK,106041599,106316683,5.0
ENSG00000138780,ENSG00000138785,-1,INTS12,105682627,105708689,1,GSTCD,105708778,105847725,5.0
ENSG00000177432,ENSG00000138641,1,HERC3,88592480,88708539,-1,NAP1L5,88695913,88697829,5.0
ENSG00000164117,ENSG00000164118,1,CEP44,174283911,174320328,-1,FBXO8,174236658,174283667,2.0
ENSG00000164118,ENSG00000164117,-1,FBXO8,174236658,174283667,1,CEP44,174283730,174333380,2.0
ENSG00000182552,ENSG00000168538,1,TRAPPC11,183659293,183713589,-1,RWDD4,183639635,183659203,2.0
ENSG00000164144,ENSG00000169989,-1,TIGD4,152769354,152779730,1,ARFIP1,152779937,152918463,2.0
ENSG00000168538,ENSG00000182552,-1,RWDD4,183639635,183659185,1,TRAPPC11,183659267,183713594,2.0
ENSG00000163293,ENSG00000198515,-1,CNGA1,47935977,48016681,1,NIPAL1,47914142,48040173,5.0
ENSG00000170917,ENSG00000145375,1,SPATA5,122923078,123319433,-1,NUDT6,122888697,122922968,2.0
ENSG00000163257,ENSG00000109805,1,NCAPG,17810979,17844865,-1,DCAF16,17800655,17810758,2.0
ENSG00000109805,ENSG00000163257,-1,DCAF16,17800655,17810757,1,NCAPG,17810979,17844865,2.0
ENSG00000109390,ENSG00000164134,1,NAA15,139301505,139391384,-1,NDUFC1,139266880,139302551,5.0
ENSG00000145375,ENSG00000170917,-1,NUDT6,122892577,122922597,1,SPATA5,122923070,123319433,2.0
ENSG00000145386,ENSG00000138686,-1,BBS7,121824329,121870474,-1,CCNA2,121816444,121823883,1.0
ENSG00000121897,ENSG00000163682,-1,RPL9,39454124,39458922,1,LIAS,39459004,39485109,2.0
ENSG00000163682,ENSG00000121897,1,LIAS,39459056,39479506,-1,RPL9,39452587,39458931,2.0
ENSG00000128050,ENSG00000128059,-1,PPAT,56393362,56435615,1,PAICS,56435741,56464578,2.0
ENSG00000177300,ENSG00000151718,1,WWC2,183099257,183320777,-1,CLDN22,183318100,183320276,5.0
ENSG00000198515,ENSG00000163293,1,NIPAL1,48016772,48040173,-1,CNGA1,47935977,48016681,5.0
ENSG00000164306,ENSG00000164305,-1,CASP3,184627696,184649447,1,PRIMPOL,184649667,184694963,2.0
ENSG00000145337,ENSG00000255072,-1,PIGY,88520998,88523776,-1,PYURF,88520998,88523776,3.0
ENSG00000255072,ENSG00000145337,-1,PYURF,88520998,88523776,-1,PIGY,88520998,88523776,3.0
ENSG00000087269,ENSG00000125388,1,GRK4,2963571,3040760,-1,NOP14,2937933,2963406,2.0
ENSG00000125388,ENSG00000087269,-1,NOP14,2937936,2963406,1,GRK4,2963571,3040760,2.0
ENSG00000163312,ENSG00000163319,1,MRPS18C,83456058,83462298,-1,HELQ,83407343,83455855,2.0
ENSG00000163319,ENSG00000163312,-1,HELQ,83407346,83455823,1,MRPS18C,83455932,83469735,2.0
ENSG00000109771,ENSG00000186352,1,ANKRD37,185396841,185400241,-1,LRP2BP,185363872,185395924,2.0
ENSG00000205208,ENSG00000171503,1,ETFDH,158672296,158709623,-1,C4orf46,158666675,158672255,2.0
ENSG00000171503,ENSG00000205208,-1,C4orf46,158666675,158671887,1,ETFDH,158671968,158710742,2.0
ENSG00000164022,ENSG00000145348,-1,TBCK,106041599,106316209,1,AIMP1,106315544,106349456,5.0
ENSG00000128059,ENSG00000128050,1,PAICS,56436260,56464578,-1,PPAT,56393362,56435615,2.0
ENSG00000163743,ENSG00000174796,1,THAP6,75514473,75530026,-1,RCHY1,75479033,75514764,2.0
ENSG00000013810,ENSG00000168936,-1,TMEM129,1715952,1721323,1,TACC3,1712858,1745171,5.0
ENSG00000168826,ENSG00000145220,-1,LYAR,4267701,4290154,1,ZBTB49,4290251,4321786,2.0
ENSG00000271271,ENSG00000173610,-1,UGT2A1,69588417,69653247,-1,UGT2A2,69588417,69639642,6.0
ENSG00000138785,ENSG00000138780,1,GSTCD,105708784,105847725,-1,INTS12,105682627,105895986,5.0
ENSG00000145293,ENSG00000152795,-1,HNRNPDL,82422569,82430462,1,ENOPH1,82430590,82461177,2.0
ENSG00000145220,ENSG00000168826,1,ZBTB49,4290251,4321783,-1,LYAR,4267701,4290154,2.0
ENSG00000138658,ENSG00000174720,1,LARP7,112637143,112657586,-1,ZGRF1,112539333,112636995,2.0
ENSG00000174720,ENSG00000138658,-1,ZGRF1,112539339,112636909,1,LARP7,112637077,112657696,2.0
ENSG00000169020,ENSG00000215375,1,MYL5,674542,682028,-1,ATP5ME,672436,674330,2.0
ENSG00000215375,ENSG00000169020,-1,ATP5ME,672436,674276,1,MYL5,673580,682028,2.0
ENSG00000284684,ENSG00000152969,-1,JAKMIP1,6026199,6200549,-1,,6064977,6070162,6.0
ENSG00000181541,ENSG00000198589,-1,LRBA,150264435,151015284,1,MAB21L2,150582151,150584693,5.0
ENSG00000130997,ENSG00000214367,-1,HAUS3,2228349,2242121,-1,POLN,2071918,2242121,3.0
ENSG00000159733,ENSG00000206113,1,CFAP99,2418974,2462942,-1,ZFYVE28,2269582,2418651,2.0
ENSG00000206113,ENSG00000159733,-1,ZFYVE28,2269597,2418645,1,CFAP99,2418974,2462942,2.0
ENSG00000178950,ENSG00000127419,1,TMEM175,932460,958656,-1,GAK,849276,932373,2.0
ENSG00000127419,ENSG00000178950,-1,GAK,849277,932316,1,TMEM175,932387,958656,2.0
ENSG00000145217,ENSG00000127415,1,IDUA,987044,1004564,-1,SLC26A1,979073,993440,5.0
ENSG00000127415,ENSG00000145217,-1,SLC26A1,987657,993404,1,IDUA,986997,1004564,5.0
ENSG00000186352,ENSG00000109771,-1,LRP2BP,185363872,185395924,1,ANKRD37,185396021,185400628,2.0
ENSG00000109775,ENSG00000205129,1,C4orf47,185426254,185449826,-1,UFSP2,185399537,185425979,2.0
ENSG00000205129,ENSG00000109775,-1,UFSP2,185399537,185425964,1,C4orf47,185426249,185449826,2.0
ENSG00000250254,ENSG00000065882,1,TBC1D1,37891084,38139173,1,PTTG2,37960398,37961128,6.0
ENSG00000188993,ENSG00000163069,-1,SGCB,52020706,52038299,-1,LRRC66,51993652,52020363,1.0
ENSG00000229894,ENSG00000109466,1,KLHL2,165207561,165323147,-1,GK3,165277807,165279704,5.0
ENSG00000164305,ENSG00000164306,1,PRIMPOL,184649738,184694952,-1,CASP3,184627696,184650062,2.0
ENSG00000164162,ENSG00000164163,1,ABCE1,145098311,145129524,-1,ANAPC10,144831908,145098541,2.0
ENSG00000164163,ENSG00000164162,-1,ANAPC10,144994576,145098196,1,ABCE1,145098288,145129524,2.0
ENSG00000169989,ENSG00000164144,1,ARFIP1,152779954,152912357,-1,TIGD4,152769354,152779730,2.0
ENSG00000182223,ENSG00000145248,1,SLC10A4,48483343,48489526,1,ZAR1,48490252,48494389,1.0
ENSG00000214367,ENSG00000130997,-1,POLN,2071918,2242121,-1,HAUS3,2227464,2242133,3.0
ENSG00000152795,ENSG00000145293,1,ENOPH1,82430590,82461177,-1,HNRNPDL,82422565,82430462,2.0
ENSG00000164073,ENSG00000164074,1,ABHD18,127965406,128039953,-1,MFSD8,127917799,127966034,2.0
ENSG00000173013,ENSG00000173011,1,TADA2B,7043372,7057952,-1,CCDC96,7040849,7043001,5.0
ENSG00000173011,ENSG00000173013,-1,CCDC96,7040849,7043001,1,TADA2B,7041899,7057952,5.0
ENSG00000178597,ENSG00000184985,1,SORCS2,7192538,7742827,-1,PSAPL1,7430285,7434930,5.0
ENSG00000164134,ENSG00000109390,-1,NDUFC1,139289931,139302477,1,NAA15,139301446,139420033,5.0
ENSG00000182903,ENSG00000174227,1,PIGG,499210,540200,-1,ZNF721,425815,499156,2.0
ENSG00000168936,ENSG00000013810,1,TACC3,1721521,1745171,-1,TMEM129,1715952,1721358,5.0
ENSG00000189099,ENSG00000109686,-1,SH3D19,151120281,151325605,1,PRSS48,151277161,151291862,5.0
ENSG00000087008,ENSG00000155275,1,TRMT44,8440777,8476555,-1,ACOX3,8366282,8440723,5.0
ENSG00000164074,ENSG00000164073,-1,MFSD8,127917805,127965173,1,ABHD18,127965315,128039953,2.0
ENSG00000106399,ENSG00000219545,1,UMAD1,7640752,7879223,-1,RPA3,7636518,7718607,5.0
ENSG00000218823,ENSG00000157927,-1,RADIL,4797055,4883716,-1,PAPOLB,4857738,4862030,6.0
ENSG00000164849,ENSG00000146540,-1,C7orf50,997006,1138247,1,GPR146,1044546,1059261,5.0
ENSG00000164850,ENSG00000146540,-1,C7orf50,997006,1138247,1,GPER1,1082208,1093815,5.0
ENSG00000106524,ENSG00000136261,1,BZW2,16646181,16706517,-1,ANKMY2,16599779,16645817,2.0
ENSG00000146731,ENSG00000146733,-1,PSPH,56011064,56051444,1,CCT6A,56051685,56063989,2.0
ENSG00000146733,ENSG00000146731,1,CCT6A,56051765,56063989,-1,PSPH,56011051,56051604,2.0
ENSG00000129103,ENSG00000146731,1,CCT6A,56051765,56063989,1,SUMF2,56064002,56080670,1.0
ENSG00000127993,ENSG00000127980,-1,PEX1,92487025,92528520,1,RBM48,92528773,92540481,2.0
ENSG00000164645,ENSG00000182348,1,ZNF804B,88759700,89338528,-1,TEX47,88794106,88795737,5.0
ENSG00000127980,ENSG00000127993,1,RBM48,92528795,92540481,-1,PEX1,92487020,92528520,2.0
ENSG00000001629,ENSG00000001631,-1,KRIT1,92199413,92245914,1,ANKIB1,92245974,92401383,2.0
ENSG00000177683,ENSG00000128590,1,DNAJB9,108569874,108574850,-1,THAP5,108554543,108569750,2.0
ENSG00000106397,ENSG00000106400,1,ZNHIT1,101218165,101224190,-1,PLOD3,101205977,101218420,2.0
ENSG00000173114,ENSG00000184903,-1,IMMP2L,110662644,111562492,1,LRRN3,111091006,111125454,5.0
ENSG00000128590,ENSG00000177683,-1,THAP5,108562132,108569706,1,DNAJB9,108569867,108574850,2.0
ENSG00000198839,ENSG00000128512,-1,DOCK4,111726110,112206399,1,ZNF277,112206695,112343934,2.0
ENSG00000235631,ENSG00000081803,-1,CADPS2,122318411,122886460,-1,RNF148,122701668,122702922,6.0
ENSG00000188050,ENSG00000081803,-1,CADPS2,122318411,122886460,-1,RNF133,122697735,122699117,6.0
ENSG00000170632,ENSG00000161040,-1,FBXL13,102811189,103074796,1,ARMC10,103074881,103099759,2.0
ENSG00000128606,ENSG00000161040,-1,FBXL13,102811189,103074796,1,LRRC17,102913000,102945111,5.0
ENSG00000105929,ENSG00000214128,1,TMEM213,138797994,138806759,-1,ATP6V0A4,138706294,138799560,5.0
ENSG00000214128,ENSG00000105929,-1,ATP6V0A4,138706294,138798196,1,TMEM213,138797952,138838101,5.0
ENSG00000106400,ENSG00000106397,-1,PLOD3,101205984,101217581,1,ZNHIT1,101218165,101224190,2.0
ENSG00000158623,ENSG00000213265,-1,TSGA13,130668643,130686545,-1,COPG2,130506238,130668748,1.0
ENSG00000168303,ENSG00000175600,1,SUGCT,40135005,40860763,-1,MPLKIP,40126027,40134622,2.0
ENSG00000172209,ENSG00000164597,-1,COG5,107201372,107563920,1,GPR22,107470018,107475684,5.0
ENSG00000105865,ENSG00000164597,-1,COG5,107201372,107563920,1,DUS4L,107563484,107578523,2.0
ENSG00000175600,ENSG00000168303,-1,MPLKIP,40126027,40134622,1,SUGCT,40135005,40860763,2.0
ENSG00000221838,ENSG00000166508,-1,MCM7,100092728,100101397,1,AP4M1,100101549,100110345,2.0
ENSG00000166997,ENSG00000106290,-1,TAF6,100107070,100119358,1,CNPY4,100119634,100125508,2.0
ENSG00000146826,ENSG00000197093,-1,GAL3ST4,100159244,100168617,-1,TRAPPC14,100154420,100158723,1.0
ENSG00000197093,ENSG00000213420,-1,GPC2,100169606,100177381,-1,GAL3ST4,100159244,100168617,1.0
ENSG00000066923,ENSG00000213420,-1,GPC2,100169606,100177381,1,STAG3,100177563,100214387,2.0
ENSG00000213420,ENSG00000066923,1,STAG3,100177918,100214381,-1,GPC2,100169606,100177381,2.0
ENSG00000006652,ENSG00000288634,1,,112450487,112450645,1,IFRD1,112422887,112481017,6.0
ENSG00000288634,ENSG00000006652,1,IFRD1,112450460,112477203,1,,112450487,112450645,6.0
ENSG00000213199,ENSG00000197150,1,ABCB8,151028450,151047782,1,ASIC3,151048292,151052756,1.0
ENSG00000288608,ENSG00000164889,1,SLC4A2,151059589,151076523,1,,151061928,151061978,6.0
ENSG00000135211,ENSG00000006576,1,PHTF2,77798773,77957225,-1,TMEM60,77793728,77798434,2.0
ENSG00000002933,ENSG00000106565,-1,TMEM176B,150791301,150800364,1,TMEM176A,150800403,150805118,2.0
ENSG00000160917,ENSG00000106246,-1,PTCD1,99416739,99438798,1,CPSF4,99438922,99457373,5.0
ENSG00000127399,ENSG00000106526,-1,ACTR3C,150247212,150323545,1,LRRC61,150323263,150338156,2.0
ENSG00000176410,ENSG00000071462,1,BUD23,73683597,73698212,-1,DNAJC30,73680918,73683453,2.0
ENSG00000160993,ENSG00000161036,1,LRWD1,102464984,102473168,-1,ALKBH4,102456238,102464863,2.0
ENSG00000161036,ENSG00000160993,-1,ALKBH4,102456238,102464863,1,LRWD1,102464956,102473168,2.0
ENSG00000122565,ENSG00000122566,-1,HNRNPA2B1,26189927,26200746,1,CBX3,26201162,26213607,2.0
ENSG00000106588,ENSG00000106591,1,MRPL32,42932376,42937857,-1,PSMA2,42916828,42932185,2.0
ENSG00000106591,ENSG00000106588,-1,PSMA2,42916861,42932174,1,MRPL32,42932376,42948958,2.0
ENSG00000164708,ENSG00000136279,1,DBNL,44044702,44069456,-1,PGAM2,44062727,44065567,5.0
ENSG00000127951,ENSG00000135205,1,CCDC146,77122615,77295204,-1,FGL2,77193369,77199848,5.0
ENSG00000087077,ENSG00000146828,1,SLC12A9,100852713,100867010,1,TRIP6,100867387,100873454,1.0
ENSG00000178397,ENSG00000286075,-1,SAGSIN1,6329411,6348967,-1,FAM220A,6329411,6348981,3.0
ENSG00000272899,ENSG00000128524,1,ATP6V1F,128862856,128865847,1,ATP6V1FNB,128866330,128872047,1.0
ENSG00000164597,ENSG00000105865,1,DUS4L,107563971,107578523,-1,COG5,107201372,107564261,2.0
ENSG00000122687,ENSG00000106268,1,NUDT1,2242226,2251145,-1,MRM2,2234195,2242205,2.0
ENSG00000106144,ENSG00000178826,1,TMEM139,143284958,143288048,1,CASP2,143288215,143307696,1.0
ENSG00000106268,ENSG00000122687,-1,MRM2,2234195,2242205,1,NUDT1,2242226,2251146,2.0
ENSG00000075303,ENSG00000006634,1,DBF4,87876493,87909553,-1,SLC25A40,87833568,87876360,2.0
ENSG00000006634,ENSG00000075303,-1,SLC25A40,87833568,87876360,1,DBF4,87876216,87909553,2.0
ENSG00000106004,ENSG00000105997,-1,HOXA3,27107010,27152583,-1,HOXA5,27141052,27143681,6.0
ENSG00000106006,ENSG00000105997,-1,HOXA3,27107010,27152583,-1,HOXA6,27145396,27150603,6.0
ENSG00000197576,ENSG00000105997,-1,HOXA3,27107010,27152583,-1,HOXA4,27128507,27130780,6.0
ENSG00000146755,ENSG00000077800,1,FKBP6,73328161,73358625,-1,TRIM50,73312536,73328082,2.0
ENSG00000077800,ENSG00000146755,-1,TRIM50,73312536,73328082,1,FKBP6,73328161,73358637,2.0
ENSG00000285480,ENSG00000033050,-1,ABCF2,151211484,151227205,-1,H2BK1,151207837,151210488,1.0
ENSG00000219545,ENSG00000106399,-1,RPA3,7636518,7718607,1,UMAD1,7640711,7968020,5.0
ENSG00000001631,ENSG00000001629,1,ANKIB1,92245974,92401383,-1,KRIT1,92197498,92246166,2.0
ENSG00000127952,ENSG00000146701,1,MDH2,76048106,76067508,-1,STYXL1,75996338,76048004,2.0
ENSG00000146701,ENSG00000127952,-1,STYXL1,75996342,76048000,1,MDH2,76048051,76067508,2.0
ENSG00000128512,ENSG00000198839,1,ZNF277,112206695,112343934,-1,DOCK4,111726110,112206407,2.0
ENSG00000164896,ENSG00000164897,-1,TMUB1,151081085,151083493,-1,FASTK,151076624,151080866,1.0
ENSG00000136261,ENSG00000106524,-1,ANKMY2,16599779,16645754,1,BZW2,16646131,16706523,2.0
ENSG00000152926,ENSG00000213462,-1,ERV3-1,64990356,65006687,-1,ZNF117,64971772,65006684,3.0
ENSG00000106290,ENSG00000166997,1,CNPY4,100119634,100125508,-1,TAF6,100106876,100119841,2.0
ENSG00000205307,ENSG00000077454,-1,LRCH4,100574011,100586129,-1,SAP25,100572228,100573900,1.0
ENSG00000106336,ENSG00000077454,-1,LRCH4,100574011,100586129,1,FBXO24,100583982,100601117,5.0
ENSG00000106244,ENSG00000106245,1,BUD31,99408969,99419616,-1,PDAP1,99392048,99408597,2.0
ENSG00000106245,ENSG00000106244,-1,PDAP1,99394673,99408597,1,BUD31,99408641,99419616,2.0
ENSG00000146576,ENSG00000136247,1,ZDHHC4,6577454,6589374,1,INTS15,6590021,6608726,1.0
ENSG00000176125,ENSG00000087085,-1,ACHE,100889994,100895888,-1,UFSP1,100888721,100889715,1.0
ENSG00000122566,ENSG00000122565,1,CBX3,26201745,26213607,-1,HNRNPA2B1,26171151,26201529,2.0
ENSG00000106305,ENSG00000122512,-1,PMS2,5970925,6009049,1,AIMP2,6009255,6023834,2.0
ENSG00000155026,ENSG00000122512,-1,PMS2,5970925,6009049,-1,RSPH10B,5925550,5970689,1.0
ENSG00000157999,ENSG00000086232,-1,EIF2AK1,6022247,6059175,1,ANKRD61,6031376,6036552,5.0
ENSG00000106246,ENSG00000160917,1,CPSF4,99438943,99457373,-1,PTCD1,99416739,99466163,5.0
ENSG00000164818,ENSG00000188191,-1,PRKAR1B,549198,727281,1,DNAAF5,726699,786475,2.0
ENSG00000188191,ENSG00000164818,1,DNAAF5,726699,786475,-1,PRKAR1B,549197,727650,2.0
ENSG00000286075,ENSG00000178397,-1,FAM220A,6329411,6348967,-1,SAGSIN1,6329411,6348967,3.0
ENSG00000077454,ENSG00000106336,1,FBXO24,100586328,100601117,-1,LRCH4,100574011,100586129,5.0
ENSG00000006576,ENSG00000135211,-1,TMEM60,77793728,77798434,1,PHTF2,77798773,77957503,2.0
ENSG00000161040,ENSG00000170632,1,ARMC10,103075140,103099759,-1,FBXL13,102811189,103074839,2.0
ENSG00000071462,ENSG00000176410,-1,DNAJC30,73680918,73683453,1,BUD23,73683597,73698212,2.0
ENSG00000106526,ENSG00000127399,1,LRRC61,150323355,150338156,-1,ACTR3C,150243916,150323725,2.0
ENSG00000106565,ENSG00000002933,1,TMEM176A,150800769,150805118,-1,TMEM176B,150791285,150801360,2.0
ENSG00000166508,ENSG00000221838,1,AP4M1,100101643,100109039,-1,MCM7,100092233,100101940,2.0
ENSG00000122512,ENSG00000106305,1,AIMP2,6009272,6023834,-1,PMS2,5970925,6009130,2.0
ENSG00000128594,ENSG00000197157,1,SND1,127652194,128092593,-1,LRRC4,128027071,128032107,5.0
ENSG00000047621,ENSG00000111247,1,RAD51AP1,4538890,4560047,-1,C12orf4,4487735,4538508,2.0
ENSG00000179715,ENSG00000139211,-1,AMIGO2,47076447,47079959,1,PCED1B,47079603,47236662,2.0
ENSG00000064102,ENSG00000111790,1,FGFR1OP2,26938470,26966648,-1,INTS13,26905181,26938326,2.0
ENSG00000173451,ENSG00000133858,-1,ZFC3H1,71609599,71663848,1,THAP2,71664301,71680644,5.0
ENSG00000133640,ENSG00000231738,-1,TSPAN19,85014317,85036277,1,LRRIQ1,85036314,85264457,2.0
ENSG00000175782,ENSG00000111581,1,NUP107,68686978,68745809,1,SLC35E3,68746125,68793964,1.0
ENSG00000133773,ENSG00000127720,1,METTL25,82358529,82479239,-1,CCDC59,82223681,82358805,2.0
ENSG00000127720,ENSG00000133773,-1,CCDC59,82352303,82358387,1,METTL25,82358528,82479239,2.0
ENSG00000180263,ENSG00000028203,1,VEZT,95217807,95302799,-1,FGD6,95076749,95217482,2.0
ENSG00000165972,ENSG00000139344,1,AMDHD1,95943331,95968720,-1,CCDC38,95867048,95942635,2.0
ENSG00000139651,ENSG00000139631,-1,CSAD,53157663,53180925,1,ZNF740,53180704,53195142,2.0
ENSG00000139324,ENSG00000198707,-1,CEP290,88049016,88142088,1,TMTC3,88142296,88199887,2.0
ENSG00000075188,ENSG00000185480,1,PARPBP,102120183,102197520,-1,NUP37,102073103,102120120,2.0
ENSG00000183395,ENSG00000185480,1,PARPBP,102120183,102197520,-1,PMCH,102196459,102197833,5.0
ENSG00000139344,ENSG00000165972,-1,CCDC38,95867048,95942614,1,AMDHD1,95943331,95968720,2.0
ENSG00000136021,ENSG00000166153,-1,DEPDC4,100240062,100267079,1,SCYL2,100267140,100341715,2.0
ENSG00000256223,ENSG00000214029,-1,ZNF891,133104779,133130274,1,ZNF10,133130575,133159465,2.0
ENSG00000198270,ENSG00000089248,1,ERP29,112013426,112023449,-1,TMEM116,111931282,112013185,2.0
ENSG00000089234,ENSG00000111271,1,ACAD10,111686053,111757099,-1,BRAP,111642146,111685956,2.0
ENSG00000111790,ENSG00000064102,-1,INTS13,26905181,26937981,1,FGFR1OP2,26938470,26966650,2.0
ENSG00000166159,ENSG00000151062,-1,CACNA2D4,1791963,1918652,1,LRTM2,1820267,1836753,5.0
ENSG00000285133,ENSG00000175197,-1,DDIT3,57516593,57520514,-1,,57517712,57520480,6.0
ENSG00000037897,ENSG00000123427,1,EEF1AKMT3,57772614,57782541,-1,METTL1,57768471,57772119,2.0
ENSG00000123297,ENSG00000123427,1,EEF1AKMT3,57772614,57782541,1,TSFM,57782761,57808071,1.0
ENSG00000123427,ENSG00000037897,-1,METTL1,57768471,57772105,1,EEF1AKMT3,57771492,57782541,2.0
ENSG00000176383,ENSG00000158113,1,LRRC43,122183123,122203471,1,B3GNT4,122203681,122208952,1.0
ENSG00000166130,ENSG00000120868,1,APAF1,98645290,98735433,-1,IKBIP,98613405,98645113,2.0
ENSG00000133858,ENSG00000173451,1,THAP2,71664301,71680644,-1,ZFC3H1,71609599,71667725,5.0
ENSG00000139151,ENSG00000177938,1,CAPZA3,18738119,18739188,-1,PLCZ1,18683169,18738100,2.0
ENSG00000177938,ENSG00000139151,-1,PLCZ1,18683180,18738012,1,CAPZA3,18738119,18739188,2.0
ENSG00000170855,ENSG00000257218,1,GATC,120446444,120463749,-1,TRIAP1,120443964,120446384,2.0
ENSG00000257218,ENSG00000170855,-1,TRIAP1,120443964,120446384,1,GATC,120446444,120463749,2.0
ENSG00000110811,ENSG00000250510,1,GPR162,6821821,6827421,1,P3H3,6828407,6839847,6.0
ENSG00000111674,ENSG00000010626,1,LRRC23,6904822,6914229,1,ENO2,6913745,6923698,1.0
ENSG00000111669,ENSG00000111667,1,USP5,6852150,6866632,1,TPI1,6867119,6870948,1.0
ENSG00000111665,ENSG00000111667,1,USP5,6852150,6866632,-1,CDCA3,6844793,6851292,2.0
ENSG00000205323,ENSG00000123353,1,ORMDL2,55818041,55821879,-1,SARNP,55752463,55817724,2.0
ENSG00000123353,ENSG00000205323,-1,SARNP,55757270,55817724,1,ORMDL2,55818041,55821879,2.0
ENSG00000111361,ENSG00000111358,1,GTF2H3,123633829,123662604,-1,EIF2B1,123620406,123633766,2.0
ENSG00000111358,ENSG00000111361,-1,EIF2B1,123620406,123633686,1,GTF2H3,123633739,123662604,2.0
ENSG00000197653,ENSG00000185344,1,ATP6V0A2,123712353,123761755,1,DNAH10,123762188,123935720,1.0
ENSG00000174236,ENSG00000110841,1,PPFIBP1,27524206,27695564,1,REP15,27696447,27697596,1.0
ENSG00000087448,ENSG00000205693,-1,MANSC4,27762427,27780236,1,KLHL42,27780048,27803040,2.0
ENSG00000198707,ENSG00000139324,1,TMTC3,88142307,88199887,-1,CEP290,88049016,88142099,2.0
