gene_name,gene_id,Transcript Flag,num_tss,num_tss_binned
KCNA3,ENSG00000177272.10,GENCODE Primary,1,1
KCNA3,ENSG00000177272.10,Protein Coding (contains an ORF),1,1
KCNA4,ENSG00000182255.7,GENCODE Basic,1,1
KCNA4,ENSG00000182255.7,GENCODE Comprehensive,2,2
KCNA4,ENSG00000182255.7,GENCODE Primary,1,1
KCNA4,ENSG00000182255.7,Protein Coding (contains an ORF),1,1
KCNA5,ENSG00000130037.5,GENCODE Basic,1,1
KCNA5,ENSG00000130037.5,GENCODE Comprehensive,1,1
KCNA5,ENSG00000130037.5,GENCODE Primary,1,1
KCNA5,ENSG00000130037.5,Protein Coding (contains an ORF),1,1
KCNA6,ENSG00000151079.8,GENCODE Basic,1,1
KCNA6,ENSG00000151079.8,GENCODE Comprehensive,1,1
KCNA6,ENSG00000151079.8,GENCODE Primary,1,1
KCNA6,ENSG00000151079.8,Protein Coding (contains an ORF),1,1
KCNA7,ENSG00000104848.2,GENCODE Basic,1,1
KCNA7,ENSG00000104848.2,GENCODE Comprehensive,1,1
KCNA7,ENSG00000104848.2,GENCODE Primary,1,1
KCNA7,ENSG00000104848.2,Protein Coding (contains an ORF),1,1
KCNAB1,ENSG00000169282.19,GENCODE Basic,4,4
KCNAB1,ENSG00000169282.19,GENCODE Comprehensive,11,>10
KCNAB1,ENSG00000169282.19,GENCODE Primary,4,4
KCNAB1,ENSG00000169282.19,Protein Coding (contains an ORF),6,6
KCNAB2,ENSG00000069424.16,GENCODE Basic,21,>10
KCNAB2,ENSG00000069424.16,GENCODE Comprehensive,44,>10
KCNAB2,ENSG00000069424.16,GENCODE Primary,5,5
KCNAB2,ENSG00000069424.16,Protein Coding (contains an ORF),27,>10
KCNAB3,ENSG00000170049.10,GENCODE Basic,1,1
KCNAB3,ENSG00000170049.10,GENCODE Comprehensive,6,6
KCNAB3,ENSG00000170049.10,GENCODE Primary,1,1
KCNAB3,ENSG00000170049.10,Protein Coding (contains an ORF),1,1
KCNB1,ENSG00000158445.10,GENCODE Basic,2,2
KCNB1,ENSG00000158445.10,GENCODE Comprehensive,8,8
KCNB1,ENSG00000158445.10,GENCODE Primary,2,2
KCNB1,ENSG00000158445.10,Protein Coding (contains an ORF),3,3
KCNB2,ENSG00000182674.6,GENCODE Basic,1,1
KCNB2,ENSG00000182674.6,GENCODE Comprehensive,1,1
KCNB2,ENSG00000182674.6,GENCODE Primary,1,1
KCNB2,ENSG00000182674.6,Protein Coding (contains an ORF),1,1
KCNC1,ENSG00000129159.9,GENCODE Basic,2,2
KCNC1,ENSG00000129159.9,GENCODE Comprehensive,10,10
KCNC1,ENSG00000129159.9,GENCODE Primary,2,2
KCNC1,ENSG00000129159.9,Protein Coding (contains an ORF),5,5
KCNC2,ENSG00000166006.14,GENCODE Basic,6,6
KCNC2,ENSG00000166006.14,GENCODE Comprehensive,9,9
KCNC2,ENSG00000166006.14,GENCODE Primary,3,3
KCNC2,ENSG00000166006.14,Protein Coding (contains an ORF),6,6
KCNC3,ENSG00000131398.15,GENCODE Basic,4,4
KCNC3,ENSG00000131398.15,GENCODE Comprehensive,4,4
KCNC3,ENSG00000131398.15,GENCODE Primary,4,4
KCNC3,ENSG00000131398.15,Protein Coding (contains an ORF),4,4
KCNC4,ENSG00000116396.15,GENCODE Basic,3,3
KCNC4,ENSG00000116396.15,GENCODE Comprehensive,7,7
KCNC4,ENSG00000116396.15,GENCODE Primary,3,3
KCNC4,ENSG00000116396.15,Protein Coding (contains an ORF),4,4
KCND1,ENSG00000102057.11,GENCODE Basic,2,2
KCND1,ENSG00000102057.11,GENCODE Comprehensive,3,3
KCND1,ENSG00000102057.11,GENCODE Primary,2,2
KCND1,ENSG00000102057.11,Protein Coding (contains an ORF),3,3
KCND2,ENSG00000184408.10,GENCODE Basic,1,1
KCND2,ENSG00000184408.10,GENCODE Comprehensive,3,3
KCND2,ENSG00000184408.10,GENCODE Primary,1,1
KCND2,ENSG00000184408.10,Protein Coding (contains an ORF),2,2
KCND3,ENSG00000171385.11,GENCODE Basic,3,3
KCND3,ENSG00000171385.11,GENCODE Comprehensive,7,7
KCND3,ENSG00000171385.11,GENCODE Primary,2,2
KCND3,ENSG00000171385.11,Protein Coding (contains an ORF),3,3
KCNE1,ENSG00000180509.13,GENCODE Basic,7,7
KCNE1,ENSG00000180509.13,GENCODE Comprehensive,11,>10
KCNE1,ENSG00000180509.13,GENCODE Primary,2,2
KCNE1,ENSG00000180509.13,Protein Coding (contains an ORF),7,7
KCNE2,ENSG00000159197.5,GENCODE Basic,2,2
KCNE2,ENSG00000159197.5,GENCODE Comprehensive,2,2
KCNE2,ENSG00000159197.5,GENCODE Primary,2,2
KCNE2,ENSG00000159197.5,Protein Coding (contains an ORF),2,2
KCNE3,ENSG00000175538.11,GENCODE Basic,2,2
KCNE3,ENSG00000175538.11,GENCODE Comprehensive,4,4
KCNE3,ENSG00000175538.11,GENCODE Primary,1,1
KCNE3,ENSG00000175538.11,Protein Coding (contains an ORF),4,4
KCNE4,ENSG00000152049.7,GENCODE Basic,1,1
KCNE4,ENSG00000152049.7,GENCODE Comprehensive,2,2
KCNE4,ENSG00000152049.7,GENCODE Primary,1,1
KCNE4,ENSG00000152049.7,Protein Coding (contains an ORF),1,1
KCNE5,ENSG00000176076.7,GENCODE Basic,1,1
KCNE5,ENSG00000176076.7,GENCODE Comprehensive,1,1
KCNE5,ENSG00000176076.7,GENCODE Primary,1,1
KCNE5,ENSG00000176076.7,Protein Coding (contains an ORF),1,1
KCNF1,ENSG00000162975.5,GENCODE Basic,1,1
KCNF1,ENSG00000162975.5,GENCODE Comprehensive,1,1
KCNF1,ENSG00000162975.5,GENCODE Primary,1,1
KCNF1,ENSG00000162975.5,Protein Coding (contains an ORF),1,1
KCNG1,ENSG00000026559.14,GENCODE Basic,1,1
KCNG1,ENSG00000026559.14,GENCODE Comprehensive,5,5
KCNG1,ENSG00000026559.14,GENCODE Primary,1,1
KCNG1,ENSG00000026559.14,Protein Coding (contains an ORF),4,4
KCNG2,ENSG00000178342.5,GENCODE Basic,1,1
KCNG2,ENSG00000178342.5,GENCODE Comprehensive,2,2
KCNG2,ENSG00000178342.5,GENCODE Primary,1,1
KCNG2,ENSG00000178342.5,Protein Coding (contains an ORF),1,1
KCNG3,ENSG00000171126.8,GENCODE Basic,2,2
KCNG3,ENSG00000171126.8,GENCODE Comprehensive,2,2
KCNG3,ENSG00000171126.8,GENCODE Primary,2,2
KCNG3,ENSG00000171126.8,Protein Coding (contains an ORF),2,2
KCNG4,ENSG00000168418.8,GENCODE Basic,2,2
KCNG4,ENSG00000168418.8,GENCODE Comprehensive,2,2
KCNG4,ENSG00000168418.8,GENCODE Primary,1,1
KCNG4,ENSG00000168418.8,Protein Coding (contains an ORF),2,2
KCNH1,ENSG00000143473.14,GENCODE Basic,7,7
KCNH1,ENSG00000143473.14,GENCODE Comprehensive,15,>10
KCNH1,ENSG00000143473.14,GENCODE Primary,3,3
KCNH1,ENSG00000143473.14,Protein Coding (contains an ORF),9,9
KCNH2,ENSG00000055118.18,GENCODE Basic,4,4
KCNH2,ENSG00000055118.18,GENCODE Comprehensive,11,>10
KCNH2,ENSG00000055118.18,GENCODE Primary,2,2
KCNH2,ENSG00000055118.18,Protein Coding (contains an ORF),4,4
KCNH3,ENSG00000135519.8,GENCODE Basic,1,1
KCNH3,ENSG00000135519.8,GENCODE Comprehensive,5,5
KCNH3,ENSG00000135519.8,GENCODE Primary,1,1
KCNH3,ENSG00000135519.8,Protein Coding (contains an ORF),1,1
KCNH4,ENSG00000089558.9,GENCODE Basic,2,2
KCNH4,ENSG00000089558.9,GENCODE Comprehensive,2,2
KCNH4,ENSG00000089558.9,GENCODE Primary,2,2
KCNH4,ENSG00000089558.9,Protein Coding (contains an ORF),2,2
KCNH5,ENSG00000140015.20,GENCODE Basic,3,3
KCNH5,ENSG00000140015.20,GENCODE Comprehensive,4,4
KCNH5,ENSG00000140015.20,GENCODE Primary,2,2
KCNH5,ENSG00000140015.20,Protein Coding (contains an ORF),3,3
KCNH6,ENSG00000173826.15,GENCODE Basic,4,4
KCNH6,ENSG00000173826.15,GENCODE Comprehensive,5,5
KCNH6,ENSG00000173826.15,GENCODE Primary,2,2
KCNH6,ENSG00000173826.15,Protein Coding (contains an ORF),4,4
KCNH7,ENSG00000184611.14,GENCODE Basic,2,2
KCNH7,ENSG00000184611.14,GENCODE Comprehensive,3,3
KCNH7,ENSG00000184611.14,GENCODE Primary,2,2
KCNH7,ENSG00000184611.14,Protein Coding (contains an ORF),2,2
KCNH8,ENSG00000183960.9,GENCODE Basic,1,1
KCNH8,ENSG00000183960.9,GENCODE Comprehensive,3,3
KCNH8,ENSG00000183960.9,GENCODE Primary,1,1
KCNH8,ENSG00000183960.9,Protein Coding (contains an ORF),1,1
KCNIP1,ENSG00000182132.15,GENCODE Basic,5,5
KCNIP1,ENSG00000182132.15,GENCODE Comprehensive,6,6
KCNIP1,ENSG00000182132.15,GENCODE Primary,4,4
KCNIP1,ENSG00000182132.15,Protein Coding (contains an ORF),5,5
KCNIP2,ENSG00000120049.20,GENCODE Basic,6,6
KCNIP2,ENSG00000120049.20,GENCODE Comprehensive,9,9
KCNIP2,ENSG00000120049.20,GENCODE Primary,6,6
KCNIP2,ENSG00000120049.20,Protein Coding (contains an ORF),7,7
KCNIP3,ENSG00000115041.14,GENCODE Basic,3,3
KCNIP3,ENSG00000115041.14,GENCODE Comprehensive,6,6
KCNIP3,ENSG00000115041.14,GENCODE Primary,3,3
KCNIP3,ENSG00000115041.14,Protein Coding (contains an ORF),3,3
KCNIP4,ENSG00000185774.17,GENCODE Basic,6,6
KCNIP4,ENSG00000185774.17,GENCODE Comprehensive,9,9
KCNIP4,ENSG00000185774.17,GENCODE Primary,3,3
KCNIP4,ENSG00000185774.17,Protein Coding (contains an ORF),6,6
KCNJ1,ENSG00000151704.16,GENCODE Basic,4,4
KCNJ1,ENSG00000151704.16,GENCODE Comprehensive,4,4
KCNJ1,ENSG00000151704.16,GENCODE Primary,2,2
KCNJ1,ENSG00000151704.16,Protein Coding (contains an ORF),4,4
KCNJ10,ENSG00000177807.11,GENCODE Basic,5,5
KCNJ10,ENSG00000177807.11,GENCODE Comprehensive,10,10
KCNJ10,ENSG00000177807.11,GENCODE Primary,2,2
KCNJ10,ENSG00000177807.11,Protein Coding (contains an ORF),8,8
KCNJ11,ENSG00000187486.7,GENCODE Basic,4,4
KCNJ11,ENSG00000187486.7,GENCODE Comprehensive,7,7
KCNJ11,ENSG00000187486.7,GENCODE Primary,1,1
KCNJ11,ENSG00000187486.7,Protein Coding (contains an ORF),6,6
KCNJ12,ENSG00000184185.10,GENCODE Basic,2,2
KCNJ12,ENSG00000184185.10,GENCODE Comprehensive,2,2
KCNJ12,ENSG00000184185.10,GENCODE Primary,1,1
KCNJ12,ENSG00000184185.10,Protein Coding (contains an ORF),2,2
KCNJ13,ENSG00000115474.7,GENCODE Basic,2,2
KCNJ13,ENSG00000115474.7,GENCODE Comprehensive,4,4
KCNJ13,ENSG00000115474.7,GENCODE Primary,1,1
KCNJ13,ENSG00000115474.7,Protein Coding (contains an ORF),4,4
KCNJ14,ENSG00000182324.7,GENCODE Basic,2,2
KCNJ14,ENSG00000182324.7,GENCODE Comprehensive,2,2
KCNJ14,ENSG00000182324.7,GENCODE Primary,2,2
KCNJ14,ENSG00000182324.7,Protein Coding (contains an ORF),2,2
KCNJ15,ENSG00000157551.19,GENCODE Basic,6,6
KCNJ15,ENSG00000157551.19,GENCODE Comprehensive,13,>10
KCNJ15,ENSG00000157551.19,GENCODE Primary,2,2
KCNJ15,ENSG00000157551.19,Protein Coding (contains an ORF),12,>10
KCNJ16,ENSG00000153822.15,GENCODE Basic,3,3
KCNJ16,ENSG00000153822.15,GENCODE Comprehensive,8,8
KCNJ16,ENSG00000153822.15,GENCODE Primary,1,1
KCNJ16,ENSG00000153822.15,Protein Coding (contains an ORF),6,6
KCNJ18,ENSG00000260458.3,GENCODE Basic,1,1
KCNJ18,ENSG00000260458.3,GENCODE Comprehensive,1,1
KCNJ18,ENSG00000260458.3,GENCODE Primary,1,1
KCNJ18,ENSG00000260458.3,Protein Coding (contains an ORF),1,1
KCNJ2,ENSG00000123700.5,GENCODE Basic,2,2
KCNJ2,ENSG00000123700.5,GENCODE Comprehensive,2,2
KCNJ2,ENSG00000123700.5,GENCODE Primary,2,2
KCNJ2,ENSG00000123700.5,Protein Coding (contains an ORF),2,2
KCNJ3,ENSG00000162989.5,GENCODE Basic,3,3
KCNJ3,ENSG00000162989.5,GENCODE Comprehensive,4,4
KCNJ3,ENSG00000162989.5,GENCODE Primary,3,3
KCNJ3,ENSG00000162989.5,Protein Coding (contains an ORF),3,3
KCNJ4,ENSG00000168135.4,GENCODE Basic,1,1
KCNJ4,ENSG00000168135.4,GENCODE Comprehensive,1,1
KCNJ4,ENSG00000168135.4,GENCODE Primary,1,1
KCNJ4,ENSG00000168135.4,Protein Coding (contains an ORF),1,1
KCNJ5,ENSG00000120457.12,GENCODE Basic,3,3
KCNJ5,ENSG00000120457.12,GENCODE Comprehensive,3,3
KCNJ5,ENSG00000120457.12,GENCODE Primary,2,2
KCNJ5,ENSG00000120457.12,Protein Coding (contains an ORF),3,3
KCNJ6,ENSG00000157542.11,GENCODE Basic,2,2
KCNJ6,ENSG00000157542.11,GENCODE Comprehensive,2,2
KCNJ6,ENSG00000157542.11,GENCODE Primary,1,1
KCNJ6,ENSG00000157542.11,Protein Coding (contains an ORF),2,2
KCNJ8,ENSG00000121361.5,GENCODE Basic,3,3
KCNJ8,ENSG00000121361.5,GENCODE Comprehensive,5,5
KCNJ8,ENSG00000121361.5,GENCODE Primary,1,1
KCNJ8,ENSG00000121361.5,Protein Coding (contains an ORF),4,4
KCNJ9,ENSG00000162728.5,GENCODE Basic,1,1
KCNJ9,ENSG00000162728.5,GENCODE Comprehensive,1,1
KCNJ9,ENSG00000162728.5,GENCODE Primary,1,1
KCNJ9,ENSG00000162728.5,Protein Coding (contains an ORF),1,1
KCNK1,ENSG00000135750.15,GENCODE Basic,1,1
KCNK1,ENSG00000135750.15,GENCODE Comprehensive,6,6
KCNK1,ENSG00000135750.15,GENCODE Primary,1,1
KCNK1,ENSG00000135750.15,Protein Coding (contains an ORF),2,2
KCNK10,ENSG00000100433.16,GENCODE Basic,3,3
KCNK10,ENSG00000100433.16,GENCODE Comprehensive,4,4
KCNK10,ENSG00000100433.16,GENCODE Primary,2,2
KCNK10,ENSG00000100433.16,Protein Coding (contains an ORF),4,4
KCNK12,ENSG00000184261.5,GENCODE Basic,1,1
KCNK12,ENSG00000184261.5,GENCODE Comprehensive,2,2
KCNK12,ENSG00000184261.5,GENCODE Primary,1,1
KCNK12,ENSG00000184261.5,Protein Coding (contains an ORF),1,1
KCNK13,ENSG00000152315.5,GENCODE Basic,1,1
KCNK13,ENSG00000152315.5,GENCODE Comprehensive,1,1
KCNK13,ENSG00000152315.5,GENCODE Primary,1,1
KCNK13,ENSG00000152315.5,Protein Coding (contains an ORF),1,1
KCNK15,ENSG00000124249.7,GENCODE Basic,1,1
KCNK15,ENSG00000124249.7,GENCODE Comprehensive,1,1
KCNK15,ENSG00000124249.7,GENCODE Primary,1,1
KCNK15,ENSG00000124249.7,Protein Coding (contains an ORF),1,1
KCNK16,ENSG00000095981.11,GENCODE Basic,4,4
KCNK16,ENSG00000095981.11,GENCODE Comprehensive,4,4
KCNK16,ENSG00000095981.11,GENCODE Primary,4,4
KCNK16,ENSG00000095981.11,Protein Coding (contains an ORF),4,4
KCNK17,ENSG00000124780.14,GENCODE Basic,2,2
KCNK17,ENSG00000124780.14,GENCODE Comprehensive,3,3
KCNK17,ENSG00000124780.14,GENCODE Primary,2,2
KCNK17,ENSG00000124780.14,Protein Coding (contains an ORF),2,2
KCNK18,ENSG00000186795.1,GENCODE Basic,1,1
KCNK18,ENSG00000186795.1,GENCODE Comprehensive,1,1
KCNK18,ENSG00000186795.1,GENCODE Primary,1,1
KCNK18,ENSG00000186795.1,Protein Coding (contains an ORF),1,1
KCNK2,ENSG00000082482.14,GENCODE Basic,3,3
KCNK2,ENSG00000082482.14,GENCODE Comprehensive,8,8
KCNK2,ENSG00000082482.14,GENCODE Primary,2,2
KCNK2,ENSG00000082482.14,Protein Coding (contains an ORF),5,5
KCNK3,ENSG00000171303.8,GENCODE Basic,1,1
KCNK3,ENSG00000171303.8,GENCODE Comprehensive,1,1
KCNK3,ENSG00000171303.8,GENCODE Primary,1,1
KCNK3,ENSG00000171303.8,Protein Coding (contains an ORF),1,1
KCNK4,ENSG00000182450.14,GENCODE Basic,5,5
KCNK4,ENSG00000182450.14,GENCODE Comprehensive,9,9
KCNK4,ENSG00000182450.14,GENCODE Primary,3,3
KCNK4,ENSG00000182450.14,Protein Coding (contains an ORF),5,5
KCNK5,ENSG00000164626.9,GENCODE Basic,1,1
KCNK5,ENSG00000164626.9,GENCODE Comprehensive,1,1
KCNK5,ENSG00000164626.9,GENCODE Primary,1,1
KCNK5,ENSG00000164626.9,Protein Coding (contains an ORF),1,1
KCNK6,ENSG00000099337.5,GENCODE Basic,1,1
KCNK6,ENSG00000099337.5,GENCODE Comprehensive,2,2
KCNK6,ENSG00000099337.5,GENCODE Primary,1,1
KCNK6,ENSG00000099337.5,Protein Coding (contains an ORF),1,1
KCNK7,ENSG00000173338.13,GENCODE Basic,3,3
KCNK7,ENSG00000173338.13,GENCODE Comprehensive,5,5
KCNK7,ENSG00000173338.13,GENCODE Primary,3,3
KCNK7,ENSG00000173338.13,Protein Coding (contains an ORF),5,5
KCNK9,ENSG00000169427.8,GENCODE Basic,5,5
KCNK9,ENSG00000169427.8,GENCODE Comprehensive,11,>10
KCNK9,ENSG00000169427.8,GENCODE Primary,3,3
KCNK9,ENSG00000169427.8,Protein Coding (contains an ORF),5,5
KCNMA1,ENSG00000156113.25,GENCODE Basic,19,>10
KCNMA1,ENSG00000156113.25,GENCODE Comprehensive,57,>10
KCNMA1,ENSG00000156113.25,GENCODE Primary,12,>10
KCNMA1,ENSG00000156113.25,Protein Coding (contains an ORF),36,>10
KCNMB1,ENSG00000145936.9,GENCODE Basic,2,2
KCNMB1,ENSG00000145936.9,GENCODE Comprehensive,2,2
KCNMB1,ENSG00000145936.9,GENCODE Primary,2,2
KCNMB1,ENSG00000145936.9,Protein Coding (contains an ORF),2,2
KCNMB2,ENSG00000197584.13,GENCODE Basic,4,4
KCNMB2,ENSG00000197584.13,GENCODE Comprehensive,9,9
KCNMB2,ENSG00000197584.13,GENCODE Primary,2,2
KCNMB2,ENSG00000197584.13,Protein Coding (contains an ORF),6,6
KCNMB3,ENSG00000171121.17,GENCODE Basic,5,5
KCNMB3,ENSG00000171121.17,GENCODE Comprehensive,7,7
KCNMB3,ENSG00000171121.17,GENCODE Primary,4,4
KCNMB3,ENSG00000171121.17,Protein Coding (contains an ORF),6,6
KCNMB4,ENSG00000135643.5,GENCODE Basic,1,1
KCNMB4,ENSG00000135643.5,GENCODE Comprehensive,2,2
KCNMB4,ENSG00000135643.5,GENCODE Primary,1,1
KCNMB4,ENSG00000135643.5,Protein Coding (contains an ORF),1,1
KCNN1,ENSG00000105642.16,GENCODE Basic,6,6
KCNN1,ENSG00000105642.16,GENCODE Comprehensive,9,9
KCNN1,ENSG00000105642.16,GENCODE Primary,3,3
KCNN1,ENSG00000105642.16,Protein Coding (contains an ORF),7,7
KCNN2,ENSG00000080709.17,GENCODE Basic,3,3
KCNN2,ENSG00000080709.17,GENCODE Comprehensive,9,9
KCNN2,ENSG00000080709.17,GENCODE Primary,2,2
KCNN2,ENSG00000080709.17,Protein Coding (contains an ORF),4,4
KCNN3,ENSG00000143603.19,GENCODE Basic,4,4
KCNN3,ENSG00000143603.19,GENCODE Comprehensive,5,5
KCNN3,ENSG00000143603.19,GENCODE Primary,1,1
KCNN3,ENSG00000143603.19,Protein Coding (contains an ORF),4,4
KCNN4,ENSG00000104783.15,GENCODE Basic,1,1
KCNN4,ENSG00000104783.15,GENCODE Comprehensive,9,9
KCNN4,ENSG00000104783.15,GENCODE Primary,1,1
KCNN4,ENSG00000104783.15,Protein Coding (contains an ORF),3,3
KCNQ1,ENSG00000053918.20,GENCODE Basic,5,5
KCNQ1,ENSG00000053918.20,GENCODE Comprehensive,8,8
KCNQ1,ENSG00000053918.20,GENCODE Primary,2,2
KCNQ1,ENSG00000053918.20,Protein Coding (contains an ORF),5,5
KCNQ2,ENSG00000075043.21,GENCODE Basic,8,8
KCNQ2,ENSG00000075043.21,GENCODE Comprehensive,36,>10
KCNQ2,ENSG00000075043.21,GENCODE Primary,4,4
KCNQ2,ENSG00000075043.21,Protein Coding (contains an ORF),10,10
KCNQ3,ENSG00000184156.18,GENCODE Basic,3,3
KCNQ3,ENSG00000184156.18,GENCODE Comprehensive,7,7
KCNQ3,ENSG00000184156.18,GENCODE Primary,2,2
KCNQ3,ENSG00000184156.18,Protein Coding (contains an ORF),4,4
KCNQ4,ENSG00000117013.17,GENCODE Basic,2,2
KCNQ4,ENSG00000117013.17,GENCODE Comprehensive,4,4
KCNQ4,ENSG00000117013.17,GENCODE Primary,2,2
KCNQ4,ENSG00000117013.17,Protein Coding (contains an ORF),3,3
KCNQ5,ENSG00000185760.18,GENCODE Basic,6,6
KCNQ5,ENSG00000185760.18,GENCODE Comprehensive,13,>10
KCNQ5,ENSG00000185760.18,GENCODE Primary,2,2
KCNQ5,ENSG00000185760.18,Protein Coding (contains an ORF),9,9
KCNRG,ENSG00000198553.9,GENCODE Basic,2,2
KCNRG,ENSG00000198553.9,GENCODE Comprehensive,2,2
KCNRG,ENSG00000198553.9,GENCODE Primary,1,1
KCNRG,ENSG00000198553.9,Protein Coding (contains an ORF),2,2
KCNS1,ENSG00000124134.9,GENCODE Basic,2,2
KCNS1,ENSG00000124134.9,GENCODE Comprehensive,2,2
KCNS1,ENSG00000124134.9,GENCODE Primary,1,1
KCNS1,ENSG00000124134.9,Protein Coding (contains an ORF),2,2
KCNS2,ENSG00000156486.8,GENCODE Basic,2,2
KCNS2,ENSG00000156486.8,GENCODE Comprehensive,2,2
KCNS2,ENSG00000156486.8,GENCODE Primary,1,1
KCNS2,ENSG00000156486.8,Protein Coding (contains an ORF),2,2
KCNS3,ENSG00000170745.12,GENCODE Basic,2,2
KCNS3,ENSG00000170745.12,GENCODE Comprehensive,4,4
KCNS3,ENSG00000170745.12,GENCODE Primary,1,1
KCNS3,ENSG00000170745.12,Protein Coding (contains an ORF),3,3
KCNT1,ENSG00000107147.14,GENCODE Basic,12,>10
KCNT1,ENSG00000107147.14,GENCODE Comprehensive,30,>10
KCNT1,ENSG00000107147.14,GENCODE Primary,8,8
KCNT1,ENSG00000107147.14,Protein Coding (contains an ORF),13,>10
KCNT2,ENSG00000162687.19,GENCODE Basic,3,3
KCNT2,ENSG00000162687.19,GENCODE Comprehensive,8,8
KCNT2,ENSG00000162687.19,GENCODE Primary,3,3
KCNT2,ENSG00000162687.19,Protein Coding (contains an ORF),4,4
KCNU1,ENSG00000215262.8,GENCODE Basic,1,1
KCNU1,ENSG00000215262.8,GENCODE Comprehensive,5,5
KCNU1,ENSG00000215262.8,GENCODE Primary,1,1
KCNU1,ENSG00000215262.8,Protein Coding (contains an ORF),2,2
KCNV1,ENSG00000164794.9,GENCODE Basic,2,2
KCNV1,ENSG00000164794.9,GENCODE Comprehensive,2,2
KCNV1,ENSG00000164794.9,GENCODE Primary,2,2
KCNV1,ENSG00000164794.9,Protein Coding (contains an ORF),2,2
KCNV2,ENSG00000168263.9,GENCODE Basic,1,1
KCNV2,ENSG00000168263.9,GENCODE Comprehensive,1,1
KCNV2,ENSG00000168263.9,GENCODE Primary,1,1
KCNV2,ENSG00000168263.9,Protein Coding (contains an ORF),1,1
KCP,ENSG00000135253.16,GENCODE Basic,2,2
KCP,ENSG00000135253.16,GENCODE Comprehensive,10,10
KCP,ENSG00000135253.16,GENCODE Primary,2,2
KCP,ENSG00000135253.16,Protein Coding (contains an ORF),2,2
KCTD1,ENSG00000134504.14,GENCODE Basic,5,5
KCTD1,ENSG00000134504.14,GENCODE Comprehensive,11,>10
KCTD1,ENSG00000134504.14,GENCODE Primary,2,2
KCTD1,ENSG00000134504.14,Protein Coding (contains an ORF),8,8
KCTD10,ENSG00000110906.13,GENCODE Basic,3,3
KCTD10,ENSG00000110906.13,GENCODE Comprehensive,12,>10
KCTD10,ENSG00000110906.13,GENCODE Primary,2,2
KCTD10,ENSG00000110906.13,Protein Coding (contains an ORF),7,7
KCTD11,ENSG00000213859.8,GENCODE Basic,2,2
KCTD11,ENSG00000213859.8,GENCODE Comprehensive,2,2
KCTD11,ENSG00000213859.8,GENCODE Primary,1,1
KCTD11,ENSG00000213859.8,Protein Coding (contains an ORF),2,2
KCTD12,ENSG00000178695.6,GENCODE Basic,1,1
KCTD12,ENSG00000178695.6,GENCODE Comprehensive,1,1
KCTD12,ENSG00000178695.6,GENCODE Primary,1,1
KCTD12,ENSG00000178695.6,Protein Coding (contains an ORF),1,1
KCTD13,ENSG00000174943.11,GENCODE Basic,4,4
KCTD13,ENSG00000174943.11,GENCODE Comprehensive,12,>10
KCTD13,ENSG00000174943.11,GENCODE Primary,1,1
KCTD13,ENSG00000174943.11,Protein Coding (contains an ORF),6,6
KCTD14,ENSG00000151364.17,GENCODE Basic,2,2
KCTD14,ENSG00000151364.17,GENCODE Comprehensive,2,2
KCTD14,ENSG00000151364.17,GENCODE Primary,1,1
KCTD14,ENSG00000151364.17,Protein Coding (contains an ORF),2,2
KCTD15,ENSG00000153885.15,GENCODE Basic,4,4
KCTD15,ENSG00000153885.15,GENCODE Comprehensive,12,>10
KCTD15,ENSG00000153885.15,GENCODE Primary,1,1
KCTD15,ENSG00000153885.15,Protein Coding (contains an ORF),10,10
KCTD16,ENSG00000183775.11,GENCODE Basic,2,2
KCTD16,ENSG00000183775.11,GENCODE Comprehensive,2,2
KCTD16,ENSG00000183775.11,GENCODE Primary,1,1
KCTD16,ENSG00000183775.11,Protein Coding (contains an ORF),2,2
KCTD17,ENSG00000100379.18,GENCODE Basic,3,3
KCTD17,ENSG00000100379.18,GENCODE Comprehensive,9,9
KCTD17,ENSG00000100379.18,GENCODE Primary,3,3
KCTD17,ENSG00000100379.18,Protein Coding (contains an ORF),5,5
KCTD18,ENSG00000155729.13,GENCODE Basic,1,1
KCTD18,ENSG00000155729.13,GENCODE Comprehensive,2,2
KCTD18,ENSG00000155729.13,GENCODE Primary,1,1
KCTD18,ENSG00000155729.13,Protein Coding (contains an ORF),1,1
KCTD19,ENSG00000168676.11,GENCODE Basic,1,1
KCTD19,ENSG00000168676.11,GENCODE Comprehensive,11,>10
KCTD19,ENSG00000168676.11,GENCODE Primary,1,1
KCTD19,ENSG00000168676.11,Protein Coding (contains an ORF),4,4
KCTD2,ENSG00000180901.11,GENCODE Basic,2,2
KCTD2,ENSG00000180901.11,GENCODE Comprehensive,9,9
KCTD2,ENSG00000180901.11,GENCODE Primary,1,1
KCTD2,ENSG00000180901.11,Protein Coding (contains an ORF),2,2
KCTD20,ENSG00000112078.14,GENCODE Basic,3,3
KCTD20,ENSG00000112078.14,GENCODE Comprehensive,9,9
KCTD20,ENSG00000112078.14,GENCODE Primary,3,3
KCTD20,ENSG00000112078.14,Protein Coding (contains an ORF),6,6
KCTD21,ENSG00000188997.8,GENCODE Basic,1,1
KCTD21,ENSG00000188997.8,GENCODE Comprehensive,5,5
KCTD21,ENSG00000188997.8,GENCODE Primary,1,1
KCTD21,ENSG00000188997.8,Protein Coding (contains an ORF),5,5
KCTD3,ENSG00000136636.13,GENCODE Basic,1,1
KCTD3,ENSG00000136636.13,GENCODE Comprehensive,5,5
