chrom	tss_pos	strand	gene	gene_id	transcript_id
chr16	84699999	1	USP10	ENSG00000103194	ENST00000219473.12
chr16	84819984	1	CRISPLD2	ENSG00000103196	ENST00000262424.10
chr16	85011534	-1	ZDHHC7	ENSG00000153786	ENST00000313732.9
chr16	85027794	1	KIAA0513	ENSG00000135709	ENST00000683363.1
chr16	85112471	-1	CIBAR2	ENSG00000153789	ENST00000539556.6
chr16	85613321	1	GSE1	ENSG00000131149	ENST00000253458.12
chr16	85688953	-1	GINS2	ENSG00000131153	ENST00000253462.8
chr16	85751095	-1	C16orf74	ENSG00000154102	ENST00000284245.9
chr16	85799543	-1	EMC8	ENSG00000131148	ENST00000253457.8
chr16	85799694	1	COX4I1	ENSG00000131143	ENST00000253452.8
chr16	85899161	1	IRF8	ENSG00000140968	ENST00000268638.10
chr16	86510526	1	FOXF1	ENSG00000103241	ENST00000262426.6
chr16	86555234	-1	MTHFSD	ENSG00000103248	ENST00000360900.11
chr16	86566828	1	FOXC2	ENSG00000176692	ENST00000649859.1
chr16	86578548	1	FOXL1	ENSG00000176678	ENST00000320241.5
chr16	87317391	-1	C16orf95	ENSG00000260456	ENST00000567970.2
chr16	87334272	-1	ENSG00000131152	ENSG00000131152	ENST00000568879.1
chr16	87383775	-1	FBXO31	ENSG00000103264	ENST00000311635.12
chr16	87392335	1	MAP1LC3B	ENSG00000140941	ENST00000268607.10
chr16	87493023	-1	ZCCHC14	ENSG00000140948	ENST00000671377.2
chr16	87602507	1	JPH3	ENSG00000154118	ENST00000284262.3
chr16	87765985	-1	KLHDC4	ENSG00000104731	ENST00000270583.10
chr16	87869506	-1	SLC7A5	ENSG00000103257	ENST00000261622.5
chr16	87936528	-1	CA5A	ENSG00000174990	ENST00000649794.3
chr16	87951433	1	BANP	ENSG00000172530	ENST00000393208.6
chr16	88382958	1	ZNF469	ENSG00000225614	ENST00000565624.3
chr16	88453279	1	ZFPM1	ENSG00000179588	ENST00000319555.8
chr16	88570402	1	ZC3H18	ENSG00000158545	ENST00000301011.10
chr16	88638571	1	IL17C	ENSG00000124391	ENST00000244241.5
chr16	88651052	-1	CYBA	ENSG00000051523	ENST00000261623.8
chr16	88663090	-1	MVD	ENSG00000167508	ENST00000301012.8
chr16	88686506	-1	SNAI3	ENSG00000185669	ENST00000332281.6
chr16	88706407	-1	RNF166	ENSG00000158717	ENST00000312838.9
chr16	88706502	1	CTU2	ENSG00000174177	ENST00000453996.7
chr16	88785219	-1	PIEZO1	ENSG00000103335	ENST00000301015.14
chr16	88803788	1	CDT1	ENSG00000167513	ENST00000301019.9
chr16	88811927	-1	APRT	ENSG00000198931	ENST00000378364.8
chr16	88856946	-1	GALNS	ENSG00000141012	ENST00000268695.10
chr16	88857126	1	TRAPPC2L	ENSG00000167515	ENST00000565504.5
chr16	88866617	-1	PABPN1L	ENSG00000205022	ENST00000419291.6
chr16	88977206	-1	CBFA2T3	ENSG00000129993	ENST00000268679.9
chr16	89093851	1	ACSF3	ENSG00000176715	ENST00000317447.9
chr16	89171747	1	CDH15	ENSG00000129910	ENST00000289746.3
chr16	89201650	-1	SLC22A31	ENSG00000259803	ENST00000562855.7
chr16	89217709	1	ZNF778	ENSG00000170100	ENST00000620195.4
chr16	89418291	-1	ENSG00000288715	ENSG00000288715	ENST00000683497.1
chr16	89490560	-1	ANKRD11	ENSG00000167522	ENST00000301030.10
chr16	89508402	1	SPG7	ENSG00000197912	ENST00000645818.2
chr16	89560681	1	RPL13	ENSG00000167526	ENST00000311528.10
chr16	89575757	1	CPNE7	ENSG00000178773	ENST00000319518.13
chr16	89613641	1	DPEP1	ENSG00000015413	ENST00000690203.1
chr16	89657707	-1	CHMP1A	ENSG00000131165	ENST00000397901.8
chr16	89657835	1	SPATA33	ENSG00000167523	ENST00000579310.6
chr16	89686688	1	CDK10	ENSG00000185324	ENST00000353379.12
chr16	89701704	-1	SPATA2L	ENSG00000158792	ENST00000335360.11
chr16	89720897	-1	VPS9D1	ENSG00000075399	ENST00000389386.8
chr16	89721536	1	ZNF276	ENSG00000158805	ENST00000443381.7
chr16	89816646	-1	FANCA	ENSG00000187741	ENST00000389301.8
chr16	89828474	1	SPIRE2	ENSG00000204991	ENST00000378247.8
chr16	89873591	1	TCF25	ENSG00000141002	ENST00000263346.13
chr16	89918861	1	MC1R	ENSG00000258839	ENST00000555147.2
chr16	89919164	1	ENSG00000198211	ENSG00000198211	ENST00000556922.1
chr16	89923344	1	TUBB3	ENSG00000258947	ENST00000555576.5
chr16	89948778	1	DEF8	ENSG00000140995	ENST00000562986.5
chr16	90019455	-1	DBNDD1	ENSG00000003249	ENST00000002501.11
chr16	90022679	1	GAS8	ENSG00000141013	ENST00000268699.9
chr16	90077330	-1	PRDM7	ENSG00000126856	ENST00000449207.8
chr17	137568	1	SCGB1C2	ENSG00000268320	ENST00000595228.4
chr17	181649	-1	DOC2B	ENSG00000272636	ENST00000613549.3
chr17	352806	-1	RPH3AL	ENSG00000181031	ENST00000331302.12
chr17	410324	1	C17orf97	ENSG00000187624	ENST00000360127.7
chr17	445938	-1	RFLNB	ENSG00000183688	ENST00000329099.4
chr17	714835	-1	VPS53	ENSG00000141252	ENST00000681133.1
chr17	732595	1	TLCD3A	ENSG00000167695	ENST00000308278.13
chr17	752263	-1	GEMIN4	ENSG00000179409	ENST00000319004.6
chr17	782279	-1	GLOD4	ENSG00000167699	ENST00000301329.11
chr17	782352	1	MRM3	ENSG00000171861	ENST00000304478.9
chr17	979775	-1	NXN	ENSG00000167693	ENST00000336868.8
chr17	997128	1	TIMM22	ENSG00000177370	ENST00000327158.5
chr17	1179980	-1	ABR	ENSG00000159842	ENST00000302538.10
chr17	1270443	1	BHLHA9	ENSG00000205899	ENST00000391429.2
chr17	1279661	1	TRARG1	ENSG00000184811	ENST00000333813.4
chr17	1400219	-1	YWHAE	ENSG00000108953	ENST00000571732.5
chr17	1456231	-1	CRK	ENSG00000167193	ENST00000300574.3
chr17	1485759	-1	MYO1C	ENSG00000197879	ENST00000648446.1
chr17	1516611	-1	INPP5K	ENSG00000132376	ENST00000421807.7
chr17	1562791	-1	PITPNA	ENSG00000174238	ENST00000313486.12
chr17	1628833	-1	SLC43A2	ENSG00000167703	ENST00000301335.10
chr17	1645731	-1	SCARF1	ENSG00000074660	ENST00000263071.9
chr17	1649865	-1	RILP	ENSG00000167705	ENST00000301336.7
chr17	1684836	-1	PRPF8	ENSG00000174231	ENST00000572621.5
chr17	1710376	-1	TLCD2	ENSG00000185561	ENST00000330676.8
chr17	1724703	1	WDR81	ENSG00000167716	ENST00000409644.6
chr17	1742870	1	SERPINF2	ENSG00000167711	ENST00000453066.6
chr17	1762059	1	SERPINF1	ENSG00000132386	ENST00000254722.9
chr17	1829901	-1	SMYD4	ENSG00000186532	ENST00000305513.12
chr17	1830004	1	RPA1	ENSG00000132383	ENST00000254719.10
chr17	2025333	-1	RTN4RL1	ENSG00000185924	ENST00000331238.7
chr17	2030152	1	DPH1	ENSG00000108963	ENST00000263083.12
chr17	2042021	1	OVCA2	ENSG00000262664	ENST00000572195.3
chr17	2055102	1	HIC1	ENSG00000177374	ENST00000619757.5
chr17	2303784	-1	SMG6	ENSG00000070366	ENST00000263073.11
chr17	2303953	1	SRR	ENSG00000167720	ENST00000574987.1
chr17	2336456	-1	TSR1	ENSG00000167721	ENST00000301364.10
chr17	2337500	1	SGSM2	ENSG00000141258	ENST00000268989.8
chr17	2401059	-1	MNT	ENSG00000070444	ENST00000174618.5
chr17	2511887	-1	METTL16	ENSG00000127804	ENST00000263092.11
chr17	2593653	1	PAFAH1B1	ENSG00000007168	ENST00000397195.10
chr17	2711763	-1	CLUH	ENSG00000132361	ENST00000651024.2
chr17	2749651	-1	CCDC92B	ENSG00000277200	ENST00000614400.2
chr17	2796437	1	RAP1GAP2	ENSG00000132359	ENST00000254695.13
chr17	3063606	-1	OR1D5	ENSG00000262628	ENST00000575751.1
chr17	3104421	-1	OR1D2	ENSG00000184166	ENST00000641833.1
chr17	3127550	-1	OR1G1	ENSG00000183024	ENST00000328890.3
chr17	3197518	1	OR1A2	ENSG00000172150	ENST00000381951.1
chr17	3207666	1	OR1A1	ENSG00000172146	ENST00000641732.2
chr17	3298359	-1	OR3A1	ENSG00000180090	ENST00000323404.2
chr17	3385929	1	OR1R1P	ENSG00000180042	ENST00000572493.2
chr17	3386292	-1	OR3A2	ENSG00000221882	ENST00000573491.5
chr17	3398409	-1	OR1E1	ENSG00000180016	ENST00000322608.2
chr17	3420567	1	OR3A3	ENSG00000159961	ENST00000574571.4
chr17	3433840	-1	OR1E2	ENSG00000127780	ENST00000248384.1
chr17	3471818	-1	SPATA22	ENSG00000141255	ENST00000572969.6
chr17	3475996	1	ASPA	ENSG00000108381	ENST00000263080.3
chr17	3557811	-1	TRPV3	ENSG00000167723	ENST00000576742.6
chr17	3592349	-1	TRPV1	ENSG00000196689	ENST00000310522.5
chr17	3636249	-1	SHPK	ENSG00000197417	ENST00000225519.5
chr17	3636759	1	CTNS	ENSG00000040531	ENST00000046640.9
chr17	3668577	-1	TAX1BP3	ENSG00000213977	ENST00000225525.4
chr17	3668811	1	EMC6	ENSG00000127774	ENST00000248378.6
chr17	3696154	-1	P2RX5	ENSG00000083454	ENST00000225328.10
chr17	3723902	1	HASPIN	ENSG00000177602	ENST00000325418.5
chr17	3801187	-1	ITGAE	ENSG00000083457	ENST00000263087.9
chr17	3846245	-1	NCBP3	ENSG00000074356	ENST00000389005.6
chr17	3893052	-1	CAMKK1	ENSG00000004660	ENST00000348335.7
chr17	3916464	-1	P2RX1	ENSG00000108405	ENST00000225538.4
chr17	3964436	-1	ATP2A3	ENSG00000074370	ENST00000397041.8
chr17	4143029	-1	ZZEF1	ENSG00000074755	ENST00000381638.7
chr17	4143701	1	CYB5D2	ENSG00000167740	ENST00000573984.1
chr17	4263955	-1	ANKFY1	ENSG00000185722	ENST00000574367.5
chr17	4366674	-1	UBE2G1	ENSG00000132388	ENST00000396981.7
chr17	4433939	1	SPNS3	ENSG00000182557	ENST00000355530.7
chr17	4498880	1	SPNS2	ENSG00000183018	ENST00000329078.8
chr17	4555383	-1	MYBBP1A	ENSG00000132382	ENST00000254718.9
chr17	4560576	-1	GGT6	ENSG00000167741	ENST00000381550.8
chr17	4584528	1	SMTNL2	ENSG00000188176	ENST00000389313.9
chr17	4641677	-1	ALOX15	ENSG00000161905	ENST00000293761.8
chr17	4704136	-1	PELP1	ENSG00000141456	ENST00000572293.7
chr17	4710631	1	ARRB2	ENSG00000141480	ENST00000269260.7
chr17	4731427	1	MED11	ENSG00000161920	ENST00000674339.1
chr17	4739832	1	ZMYND15	ENSG00000141497	ENST00000433935.6
chr17	4739927	-1	CXCL16	ENSG00000161921	ENST00000293778.12
chr17	4771885	1	TM4SF5	ENSG00000142484	ENST00000270560.4
chr17	4786363	-1	VMO1	ENSG00000182853	ENST00000328739.6
chr17	4788963	1	GLTPD2	ENSG00000182327	ENST00000331264.8
chr17	4796163	1	PSMB6	ENSG00000142507	ENST00000270586.8
chr17	4802334	-1	C17orf114	ENSG00000262165	ENST00000635921.1
chr17	4807151	1	PLD2	ENSG00000129219	ENST00000263088.11
chr17	4833339	1	MINK1	ENSG00000141503	ENST00000355280.11
chr17	4899535	1	C17orf107	ENSG00000205710	ENST00000381365.4
chr17	4903097	-1	CHRNE	ENSG00000108556	ENST00000649488.2
chr17	4932276	1	GP1BA	ENSG00000185245	ENST00000329125.6
chr17	4940045	-1	SLC25A11	ENSG00000108528	ENST00000225665.12
chr17	4940267	1	RNF167	ENSG00000108523	ENST00000262482.11
chr17	4948529	-1	PFN1	ENSG00000108518	ENST00000225655.6
chr17	4951118	1	ENO3	ENSG00000108515	ENST00000519602.6
chr17	4967816	-1	SPAG7	ENSG00000091640	ENST00000206020.8
chr17	4987674	-1	CAMTA2	ENSG00000108509	ENST00000348066.8
chr17	4997609	-1	INCA1	ENSG00000196388	ENST00000575780.5
chr17	4997949	1	KIF1C	ENSG00000129250	ENST00000320785.10
chr17	5035425	-1	SLC52A1	ENSG00000132517	ENST00000254853.10
chr17	5078466	1	ZFP3	ENSG00000180787	ENST00000318833.4
chr17	5111840	-1	ZNF232	ENSG00000167840	ENST00000575898.5
chr17	5116031	1	USP6	ENSG00000129204	ENST00000574788.6
chr17	5191861	-1	ZNF594	ENSG00000180626	ENST00000576772.1
chr17	5234859	-1	SCIMP	ENSG00000161929	ENST00000574081.6
chr17	5282283	1	RABEP1	ENSG00000029725	ENST00000537505.6
chr17	5419661	-1	NUP88	ENSG00000108559	ENST00000573584.6
chr17	5420181	1	RPAIN	ENSG00000129197	ENST00000381209.8
chr17	5439154	-1	C1QBP	ENSG00000108561	ENST00000225698.8
chr17	5468981	-1	DHX33	ENSG00000005100	ENST00000225296.8
chr17	5486177	-1	DERL2	ENSG00000072849	ENST00000158771.9
chr17	5486565	1	MIS12	ENSG00000167842	ENST00000611091.5
chr17	5501005	-1	ENSG00000286190	ENSG00000286190	ENST00000568641.2
chr17	5584508	-1	NLRP1	ENSG00000091592	ENST00000572272.6
chr17	5772925	1	ENSG00000285471	ENSG00000285471	ENST00000573619.1
chr17	6070378	1	WSCD1	ENSG00000179314	ENST00000317744.10
chr17	6435119	-1	AIPL1	ENSG00000129221	ENST00000571740.5
chr17	6444454	1	PIMREG	ENSG00000129195	ENST00000572447.6
chr17	6556554	-1	PITPNM3	ENSG00000091622	ENST00000262483.13
chr17	6640455	-1	ENSG00000282936	ENSG00000282936	ENST00000634965.2
chr17	6640661	-1	KIAA0753	ENSG00000198920	ENST00000571642.5
chr17	6641059	1	TXNDC17	ENSG00000129235	ENST00000250101.10
chr17	6651604	-1	MED31	ENSG00000108590	ENST00000225728.8
chr17	6651761	1	C17orf100	ENSG00000256806	ENST00000542475.3
chr17	6713365	-1	SLC13A5	ENSG00000141485	ENST00000381074.8
chr17	6756045	1	XAF1	ENSG00000132530	ENST00000361842.8
chr17	6776214	1	FBXO39	ENSG00000177294	ENST00000321535.5
chr17	6831728	-1	TEKT1	ENSG00000167858	ENST00000338694.7
chr17	6996048	1	ALOX12	ENSG00000108839	ENST00000251535.11
chr17	7012623	1	RNASEK	ENSG00000219200	ENST00000593646.6
chr17	7013732	1	RNASEK-C17orf49	ENSG00000161939	ENST00000547302.3
chr17	7014781	1	C17orf49	ENSG00000258315	ENST00000439424.6
chr17	7023049	1	BCL6B	ENSG00000161940	ENST00000293805.10
chr17	7036014	1	SLC16A13	ENSG00000174327	ENST00000308027.7
chr17	7044091	-1	SLC16A11	ENSG00000174326	ENST00000574600.3
chr17	7080250	-1	CLEC10A	ENSG00000132514	ENST00000416562.7
chr17	7114821	-1	ASGR2	ENSG00000161944	ENST00000691900.1
chr17	7179369	-1	ASGR1	ENSG00000141505	ENST00000269299.8
chr17	7217608	-1	DLG4	ENSG00000132535	ENST00000302955.11
chr17	7219937	1	ACADVL	ENSG00000072778	ENST00000356839.10
chr17	7234516	-1	DVL2	ENSG00000004975	ENST00000005340.10
chr17	7239438	-1	PHF23	ENSG00000040633	ENST00000571362.5
chr17	7242448	-1	GABARAP	ENSG00000170296	ENST00000302386.10
chr17	7251960	-1	CTDNEP1	ENSG00000175826	ENST00000318988.10
chr17	7252214	1	ELP5	ENSG00000170291	ENST00000396628.7
chr17	7262477	-1	CLDN7	ENSG00000181885	ENST00000360325.11
chr17	7281717	1	SLC2A4	ENSG00000181856	ENST00000317370.13
chr17	7294638	-1	YBX2	ENSG00000006047	ENST00000007699.10
chr17	7307627	1	EIF5A	ENSG00000132507	ENST00000336458.13
chr17	7315359	-1	GPS2	ENSG00000132522	ENST00000380728.7
chr17	7329334	-1	NEURL4	ENSG00000215041	ENST00000399464.7
chr17	7336528	1	ACAP1	ENSG00000072818	ENST00000158762.8
chr17	7352161	1	KCTD11	ENSG00000213859	ENST00000333751.8
chr17	7355155	1	TMEM95	ENSG00000182896	ENST00000576060.6
chr17	7381088	1	TNK1	ENSG00000174292	ENST00000688331.1
chr17	7394524	-1	PLSCR3	ENSG00000187838	ENST00000619711.5
chr17	7404096	-1	TMEM256	ENSG00000205544	ENST00000302422.4
chr17	7404873	1	NLGN2	ENSG00000169992	ENST00000575301.5
chr17	7420323	1	SPEM1	ENSG00000181323	ENST00000323675.4
chr17	7425615	1	SPEM2	ENSG00000184560	ENST00000333870.8
chr17	7428860	1	SPEM3	ENSG00000283439	ENST00000651079.1
chr17	7435434	1	TMEM102	ENSG00000181284	ENST00000323206.2
chr17	7439511	1	FGF11	ENSG00000161958	ENST00000293829.9
chr17	7445060	1	CHRNB1	ENSG00000170175	ENST00000306071.7
chr17	7479630	-1	ZBTB4	ENSG00000174282	ENST00000380599.9
chr17	7481445	1	SLC35G6	ENSG00000259224	ENST00000412468.4
chr17	7484365	1	POLR2A	ENSG00000181222	ENST00000674977.2
chr17	7549057	1	TNFSF12	ENSG00000239697	ENST00000293825.11
chr17	7549098	1	TNFSF12-TNFSF13	ENSG00000248871	ENST00000293826.4
chr17	7558749	1	TNFSF13	ENSG00000161955	ENST00000338784.9
chr17	7561918	1	SENP3	ENSG00000161956	ENST00000321337.12
chr17	7572825	1	EIF4A1	ENSG00000161960	ENST00000578495.5
chr17	7579637	1	CD68	ENSG00000129226	ENST00000250092.11
chr17	7583851	1	MPDU1	ENSG00000129255	ENST00000584378.5
chr17	7590093	-1	SOX15	ENSG00000129194	ENST00000250055.3
chr17	7614896	-1	FXR2	ENSG00000129245	ENST00000250113.12
chr17	7627820	-1	SAT2	ENSG00000141504	ENST00000269298.10
chr17	7630134	1	SHBG	ENSG00000129214	ENST00000380450.9
chr17	7650925	1	ATP1B2	ENSG00000129244	ENST00000250111.9
chr17	7687486	-1	TP53	ENSG00000141510	ENST00000445888.6
chr17	7688476	1	WRAP53	ENSG00000141499	ENST00000396463.7
chr17	7705201	1	EFNB3	ENSG00000108947	ENST00000226091.3
chr17	7717743	1	DNAH2	ENSG00000183914	ENST00000572933.6
chr17	7834216	1	KDM6B	ENSG00000132510	ENST00000448097.7
chr17	7855065	1	TMEM88	ENSG00000167874	ENST00000301599.7
chr17	7857262	-1	NAA38	ENSG00000183011	ENST00000576384.1
chr17	7858002	1	CYB5D1	ENSG00000182224	ENST00000332439.5
chr17	7884795	1	CHD3	ENSG00000170004	ENST00000380358.9
chr17	7915956	-1	RNF227	ENSG00000179859	ENST00000635932.1
chr17	7929855	-1	KCNAB3	ENSG00000170049	ENST00000303790.3
chr17	7931945	-1	TRAPPC1	ENSG00000170043	ENST00000303731.9
chr17	7932205	1	CNTROB	ENSG00000170037	ENST00000563694.6
chr17	8002614	1	GUCY2D	ENSG00000132518	ENST00000254854.5
chr17	8039058	1	ALOX15B	ENSG00000179593	ENST00000380183.9
chr17	8087715	-1	ALOX12B	ENSG00000179477	ENST00000647874.1
chr17	8118513	-1	ALOXE3	ENSG00000179148	ENST00000448843.7
chr17	8124105	-1	HES7	ENSG00000179111	ENST00000541682.7
chr17	8152403	-1	PER1	ENSG00000179094	ENST00000317276.9
chr17	8162947	-1	VAMP2	ENSG00000220205	ENST00000316509.11
chr17	8162974	-1	ENSG00000263620	ENSG00000263620	ENST00000498285.1
chr17	8176379	-1	TMEM107	ENSG00000179029	ENST00000437139.7
chr17	8190179	-1	BORCS6	ENSG00000196544	ENST00000389017.6
chr17	8210574	-1	AURKB	ENSG00000178999	ENST00000585124.6
chr17	8248055	-1	CTC1	ENSG00000178971	ENST00000651323.1
chr17	8249288	1	PFAS	ENSG00000178921	ENST00000314666.11
chr17	8288669	1	RANGRF	ENSG00000108961	ENST00000226105.11
chr17	8295399	-1	SLC25A35	ENSG00000125434	ENST00000577745.2
chr17	8310821	1	ARHGEF15	ENSG00000198844	ENST00000421050.2
chr17	8339839	1	ODF4	ENSG00000184650	ENST00000328248.7
chr17	8376703	-1	KRBA2	ENSG00000184619	ENST00000396267.3
chr17	8383192	-1	RPL26	ENSG00000161970	ENST00000648839.1
chr17	8397826	-1	RNF222	ENSG00000189051	ENST00000399398.3
chr17	8435921	1	NDEL1	ENSG00000166579	ENST00000582490.5
chr17	8630724	-1	MYH10	ENSG00000133026	ENST00000360416.8
chr17	8744835	-1	CCDC42	ENSG00000161973	ENST00000293845.8
chr17	8758545	-1	SPDYE4	ENSG00000183318	ENST00000689094.1
chr17	8799364	-1	MFSD6L	ENSG00000185156	ENST00000329805.6
chr17	8867673	-1	PIK3R6	ENSG00000276231	ENST00000619866.5
chr17	8965706	-1	PIK3R5	ENSG00000141506	ENST00000447110.6
chr17	9021509	1	NTN1	ENSG00000065320	ENST00000173229.7
chr17	9575819	-1	STX8	ENSG00000170310	ENST00000306357.9
chr17	9576641	1	CFAP52	ENSG00000166596	ENST00000352665.10
chr17	9645516	1	USP43	ENSG00000154914	ENST00000285199.12
chr17	9791591	-1	DHRS7C	ENSG00000184544	ENST00000571134.2
chr17	9822078	-1	GSG1L2	ENSG00000214978	ENST00000399363.5
chr17	9825923	1	GLP2R	ENSG00000065325	ENST00000262441.10
chr17	9905270	-1	RCVRN	ENSG00000109047	ENST00000226193.6
chr17	10198605	-1	GAS7	ENSG00000007237	ENST00000432992.7
chr17	10373005	-1	MYH13	ENSG00000006788	ENST00000252172.9
chr17	10421949	-1	MYH8	ENSG00000133020	ENST00000403437.2
chr17	10469558	-1	MYH4	ENSG00000264424	ENST00000255381.2
chr17	10518541	-1	MYH1	ENSG00000109061	ENST00000226207.6
chr17	10549657	-1	MYH2	ENSG00000125414	ENST00000245503.10
chr17	10657308	-1	MYH3	ENSG00000109063	ENST00000583535.6
chr17	10697532	-1	SCO1	ENSG00000133028	ENST00000255390.10
chr17	10697593	1	ADPRM	ENSG00000170222	ENST00000379774.5
chr17	10730022	-1	TMEM220	ENSG00000187824	ENST00000341871.8
chr17	10804098	-1	TMEM238L	ENSG00000263429	ENST00000581851.1
chr17	10838086	-1	PIRT	ENSG00000233670	ENST00000580256.3
chr17	11241212	1	SHISA6	ENSG00000188803	ENST00000441885.8
chr17	11598469	1	DNAH9	ENSG00000007174	ENST00000262442.9
chr17	11997474	-1	ZNF18	ENSG00000154957	ENST00000580306.7
chr17	12020876	1	MAP2K4	ENSG00000065559	ENST00000353533.10
chr17	12665889	1	MYOCD	ENSG00000141052	ENST00000425538.6
chr17	12789497	1	ARHGAP44	ENSG00000006740	ENST00000379672.10
chr17	13018026	-1	ELAC2	ENSG00000006744	ENST00000338034.9
chr17	13601928	-1	HS3ST3A1	ENSG00000153976	ENST00000284110.2
chr17	14069503	1	COX10	ENSG00000006695	ENST00000261643.8
chr17	14236861	-1	CDRT15	ENSG00000223510	ENST00000431716.2
chr17	14301080	1	HS3ST3B1	ENSG00000125430	ENST00000360954.3
chr17	15262551	-1	PMP22	ENSG00000109099	ENST00000675854.1
chr17	15341596	-1	TEKT3	ENSG00000125409	ENST00000395930.6
chr17	15467620	-1	CDRT4	ENSG00000239704	ENST00000619038.5
chr17	15563482	-1	TVP23C	ENSG00000175106	ENST00000518321.6
chr17	15563560	-1	TVP23C-CDRT4	ENSG00000259024	ENST00000522212.6
chr17	15619703	-1	CDRT1	ENSG00000241322	ENST00000395906.8
chr17	15651652	-1	ENSG00000251537	ENSG00000251537	ENST00000455584.2
chr17	15684310	-1	TRIM16	ENSG00000221926	ENST00000649191.2
chr17	15699751	1	ZNF286A	ENSG00000187607	ENST00000583566.6
chr17	15732282	1	TBC1D26	ENSG00000214946	ENST00000437605.4
chr17	15945129	1	ADORA2B	ENSG00000170425	ENST00000304222.3
chr17	15999703	-1	ZSWIM7	ENSG00000214941	ENST00000399277.6
chr17	15999823	1	TTC19	ENSG00000011295	ENST00000261647.10
chr17	16215533	-1	NCOR1	ENSG00000141027	ENST00000268712.8
chr17	16217209	1	PIGL	ENSG00000108474	ENST00000225609.10
chr17	16353468	-1	CENPV	ENSG00000166582	ENST00000299736.5
chr17	16381090	1	UBB	ENSG00000170315	ENST00000302182.8
chr17	16415570	1	TRPV2	ENSG00000187688	ENST00000338560.12
chr17	16492192	-1	LRRC75A	ENSG00000181350	ENST00000470794.2
chr17	16569203	-1	ZNF287	ENSG00000141040	ENST00000395825.4
chr17	16653849	-1	ZNF624	ENSG00000197566	ENST00000311331.12
chr17	16690240	1	CCDC144A	ENSG00000170160	ENST00000399273.5
chr17	16972117	-1	TNFRSF13B	ENSG00000240505	ENST00000579315.5
chr17	17042456	1	MPRIP	ENSG00000133030	ENST00000651222.2
chr17	17206332	-1	PLD6	ENSG00000179598	ENST00000321560.4
chr17	17237167	-1	FLCN	ENSG00000154803	ENST00000285071.9
chr17	17281245	-1	COPS3	ENSG00000141030	ENST00000268717.10
chr17	17303372	1	NT5M	ENSG00000205309	ENST00000389022.9
chr17	17476999	1	MED9	ENSG00000141026	ENST00000268711.4
chr17	17496394	-1	RASD1	ENSG00000108551	ENST00000225688.4
chr17	17591707	-1	PEMT	ENSG00000133027	ENST00000255389.10
chr17	17681457	1	RAI1	ENSG00000108557	ENST00000353383.6
chr17	17836985	-1	SREBF1	ENSG00000072310	ENST00000261646.11
chr17	17972396	-1	TOM1L2	ENSG00000175662	ENST00000318094.14
chr17	17972872	1	DRC3	ENSG00000171962	ENST00000581264.5
chr17	18039167	-1	ATPAF2	ENSG00000171953	ENST00000585101.5
chr17	18039407	1	GID4	ENSG00000141034	ENST00000268719.9
chr17	18087947	1	DRG2	ENSG00000108591	ENST00000225729.8
chr17	18108755	1	MYO15A	ENSG00000091536	ENST00000647165.2
chr17	18183827	1	ALKBH5	ENSG00000091542	ENST00000399138.5
chr17	18225634	1	LLGL1	ENSG00000131899	ENST00000316843.9
chr17	18258737	-1	FLII	ENSG00000177731	ENST00000327031.9
chr17	18260661	1	MIEF2	ENSG00000177427	ENST00000323019.9
chr17	18314993	-1	TOP3A	ENSG00000177302	ENST00000321105.10
chr17	18315292	1	SMCR8	ENSG00000176994	ENST00000406438.5
chr17	18363549	-1	SHMT1	ENSG00000176974	ENST00000316694.8
chr17	18377777	1	EVPLL	ENSG00000214860	ENST00000399134.5
chr17	18476788	1	LGALS9C	ENSG00000171916	ENST00000328114.11
chr17	18644417	-1	TBC1D28	ENSG00000189375	ENST00000575220.5
chr17	18682313	-1	FOXO3B	ENSG00000240445	ENST00000395675.7
chr17	18744053	1	FBXW10	ENSG00000171931	ENST00000395665.9
chr17	18781182	1	TVP23B	ENSG00000171928	ENST00000307767.13
chr17	18858130	1	PRPSAP2	ENSG00000141127	ENST00000268835.7
chr17	18952164	1	SLC5A10	ENSG00000154025	ENST00000395645.4
chr17	19004763	-1	FAM83G	ENSG00000188522	ENST00000388995.11
chr17	19046956	-1	GRAP	ENSG00000154016	ENST00000284154.10
chr17	19127588	1	GRAPL	ENSG00000189152	ENST00000344415.9
chr17	19237365	1	EPN2	ENSG00000072134	ENST00000314728.10
chr17	19362709	-1	B9D1	ENSG00000108641	ENST00000647252.1
chr17	19378497	1	MAPK7	ENSG00000166484	ENST00000395604.8
chr17	19387189	-1	MFAP4	ENSG00000166482	ENST00000395592.6
chr17	19411231	1	RNF112	ENSG00000128482	ENST00000461366.2
chr17	19533875	1	SLC47A1	ENSG00000142494	ENST00000575023.5
chr17	19648750	1	ALDH3A2	ENSG00000072210	ENST00000579855.5
chr17	19716583	-1	SLC47A2	ENSG00000180638	ENST00000433844.4
chr17	19748292	-1	ALDH3A1	ENSG00000108602	ENST00000570414.1
chr17	19867935	-1	ULK2	ENSG00000083290	ENST00000361658.6
chr17	19977827	-1	AKAP10	ENSG00000108599	ENST00000225737.11
chr17	20009365	1	SPECC1	ENSG00000128487	ENST00000679255.1
chr17	20467534	-1	LGALS9B	ENSG00000170298	ENST00000324290.5
chr17	20579723	1	CDRT15L2	ENSG00000214819	ENST00000399044.1
